SoldTo,Customer_Value1
Customer_3384,Faster Growing than Market
Customer_3384,Innovative
Customer_3385,Innovative
Customer_3386,Innovative & Faster Growing than Market
Customer_3386,Market Follower
Customer_3387,Innovative & Faster Growing than Market
Customer_3388,Faster Growing than Market
Customer_3389,Faster Growing than Market
Customer_339,Faster Growing than Market
Customer_339,Market Follower
Customer_3391,Innovative & Faster Growing than Market
Customer_3393,Faster Growing than Market
Customer_3393,Innovative & Faster Growing than Market
Customer_3394,Niche Player
Customer_3395,Market Follower
Customer_3398,Faster Growing than Market
Customer_3398,Innovative
Customer_3400,Innovative
Customer_3400,Niche Player
Customer_3403,Innovative
Customer_3404,Faster Growing than Market
Customer_3404,Market Follower
Customer_3406,Innovative & Faster Growing than Market
Customer_3407,Innovative & Faster Growing than Market
Customer_3409,Niche Player
Customer_341,Faster Growing than Market
Customer_341,Innovative
Customer_341,Market Follower
Customer_3411,Innovative & Faster Growing than Market
Customer_3412,Innovative
Customer_3412,Innovative & Faster Growing than Market
Customer_3413,Innovative & Faster Growing than Market
Customer_3414,Niche Player
Customer_3415,Innovative & Faster Growing than Market
Customer_3417,Niche Player
Customer_3418,Faster Growing than Market
Customer_3419,Faster Growing than Market
Customer_3419,Market Follower
Customer_342,Faster Growing than Market
Customer_342,Innovative
Customer_342,Innovative & Faster Growing than Market
Customer_3420,Innovative & Faster Growing than Market
Customer_3422,Innovative
Customer_3423,Faster Growing than Market
Customer_3423,Innovative
Customer_3424,Faster Growing than Market
Customer_3424,Innovative & Faster Growing than Market
Customer_3425,Innovative & Faster Growing than Market
Customer_3427,Market Follower
Customer_3428,Innovative
Customer_3428,Innovative & Faster Growing than Market
Customer_3429,Faster Growing than Market
Customer_343,Innovative
Customer_3430,Innovative
Customer_3431,Innovative
Customer_3431,Innovative & Faster Growing than Market
Customer_3432,Faster Growing than Market
Customer_3432,Innovative & Faster Growing than Market
Customer_3432,Market Follower
Customer_3433,Faster Growing than Market
Customer_3433,Market Follower
Customer_3436,Innovative
Customer_3437,Innovative & Faster Growing than Market
Customer_3437,Niche Player
Customer_3438,Innovative
Customer_3438,Market Follower
Customer_3438,Niche Player
Customer_3439,Market Follower
Customer_3440,Innovative
Customer_3440,Innovative & Faster Growing than Market
Customer_3440,Market Follower
Customer_3440,Niche Player
Customer_3441,Innovative & Faster Growing than Market
Customer_3444,Niche Player
Customer_3445,Niche Player
Customer_3446,Innovative & Faster Growing than Market
Customer_3447,Market Follower
Customer_345,Innovative
Customer_3450,Faster Growing than Market
Customer_3450,Innovative & Faster Growing than Market
Customer_3451,Innovative & Faster Growing than Market
Customer_3452,Market Follower
Customer_3452,Niche Player
Customer_3453,Faster Growing than Market
Customer_3453,Innovative & Faster Growing than Market
Customer_3454,Market Follower
Customer_3456,Faster Growing than Market
Customer_3458,Innovative
Customer_3458,Innovative & Faster Growing than Market
Customer_3458,Niche Player
Customer_3459,Faster Growing than Market
Customer_346,Innovative & Faster Growing than Market
Customer_3460,Market Follower
Customer_3460,Niche Player
Customer_3461,Faster Growing than Market
Customer_3462,Market Follower
Customer_3463,Faster Growing than Market
Customer_3463,Innovative & Faster Growing than Market
Customer_3465,Faster Growing than Market
Customer_3465,Niche Player
Customer_3467,Innovative & Faster Growing than Market
Customer_3467,Niche Player
Customer_3468,Innovative
Customer_3469,Innovative & Faster Growing than Market
Customer_3470,Innovative & Faster Growing than Market
Customer_3471,Niche Player
Customer_3472,Innovative
Customer_3472,Innovative & Faster Growing than Market
Customer_3472,Niche Player
Customer_3473,Innovative
Customer_3476,Innovative
Customer_3477,Innovative & Faster Growing than Market
Customer_3477,Niche Player
Customer_3478,Niche Player
Customer_348,Innovative & Faster Growing than Market
Customer_3480,Niche Player
Customer_3481,Faster Growing than Market
Customer_3481,Innovative
Customer_3481,Niche Player
Customer_3482,Innovative
Customer_3485,Innovative & Faster Growing than Market
Customer_3486,Niche Player
Customer_3487,Faster Growing than Market
Customer_3487,Innovative & Faster Growing than Market
Customer_3487,Market Follower
Customer_3488,Innovative & Faster Growing than Market
Customer_3488,Niche Player
Customer_3489,Faster Growing than Market
Customer_349,Faster Growing than Market
Customer_3490,Innovative
Customer_3491,Faster Growing than Market
Customer_3494,Innovative
Customer_3494,Innovative & Faster Growing than Market
Customer_3495,Innovative & Faster Growing than Market
Customer_3495,Market Follower
Customer_3497,Innovative & Faster Growing than Market
Customer_3497,Niche Player
Customer_3498,Faster Growing than Market
Customer_3498,Niche Player
Customer_3499,Faster Growing than Market
Customer_35,Innovative & Faster Growing than Market
Customer_35,Market Follower
Customer_350,Innovative & Faster Growing than Market
Customer_3504,Innovative & Faster Growing than Market
Customer_3505,Innovative
Customer_3506,Faster Growing than Market
Customer_3508,Innovative & Faster Growing than Market
Customer_3509,Market Follower
Customer_351,Faster Growing than Market
Customer_351,Innovative
Customer_3510,Faster Growing than Market
Customer_3511,Innovative & Faster Growing than Market
Customer_3512,Innovative & Faster Growing than Market
Customer_3513,Innovative & Faster Growing than Market
Customer_3513,Market Follower
Customer_3513,Niche Player
Customer_3514,Innovative & Faster Growing than Market
Customer_3515,Faster Growing than Market
Customer_3515,Niche Player
Customer_3516,Innovative
Customer_3517,Faster Growing than Market
Customer_3518,Innovative
Customer_3518,Innovative & Faster Growing than Market
Customer_352,Innovative
Customer_3520,Faster Growing than Market
Customer_3520,Niche Player
Customer_3522,Market Follower
Customer_3524,Faster Growing than Market
Customer_3525,Faster Growing than Market
Customer_3525,Innovative & Faster Growing than Market
Customer_3525,Niche Player
Customer_3526,Market Follower
Customer_3526,Niche Player
Customer_3528,Innovative & Faster Growing than Market
Customer_3529,Innovative & Faster Growing than Market
Customer_3529,Niche Player
Customer_3530,Innovative
Customer_3532,Market Follower
Customer_3532,Niche Player
Customer_3534,Faster Growing than Market
Customer_3534,Market Follower
Customer_3535,Innovative
Customer_3535,Niche Player
Customer_3536,Innovative & Faster Growing than Market
Customer_3537,Faster Growing than Market
Customer_3537,Innovative
Customer_3538,Faster Growing than Market
Customer_354,Niche Player
Customer_3543,Faster Growing than Market
Customer_3545,Innovative & Faster Growing than Market
Customer_3547,Innovative
Customer_3548,Faster Growing than Market
Customer_3548,Niche Player
Customer_3549,Innovative
Customer_3549,Innovative & Faster Growing than Market
Customer_355,Innovative & Faster Growing than Market
Customer_355,Market Follower
Customer_3550,Innovative
Customer_3550,Market Follower
Customer_3552,Faster Growing than Market
Customer_3552,Innovative
Customer_3553,Innovative
Customer_3555,Innovative & Faster Growing than Market
Customer_3556,Faster Growing than Market
Customer_3556,Niche Player
Customer_3557,Faster Growing than Market
Customer_3557,Niche Player
Customer_3559,Faster Growing than Market
Customer_3559,Innovative & Faster Growing than Market
Customer_3559,Niche Player
Customer_356,Faster Growing than Market
Customer_356,Innovative
Customer_3560,Faster Growing than Market
Customer_3561,Faster Growing than Market
Customer_3561,Innovative
Customer_3562,Innovative
Customer_3563,Innovative
Customer_3564,Innovative & Faster Growing than Market
Customer_3564,Niche Player
Customer_3567,Faster Growing than Market
Customer_3567,Innovative
Customer_3568,Innovative & Faster Growing than Market
Customer_3568,Market Follower
Customer_3568,Niche Player
Customer_3569,Innovative & Faster Growing than Market
Customer_3569,Market Follower
Customer_3570,Niche Player
Customer_3571,Innovative
Customer_3571,Niche Player
Customer_3572,Innovative
Customer_3573,Market Follower
Customer_3573,Niche Player
Customer_3574,Innovative & Faster Growing than Market
Customer_3575,Faster Growing than Market
Customer_3575,Innovative & Faster Growing than Market
Customer_3575,Market Follower
Customer_3576,Niche Player
Customer_3577,Niche Player
Customer_3578,Innovative & Faster Growing than Market
Customer_3579,Market Follower
Customer_3581,Innovative
Customer_3581,Market Follower
Customer_3581,Niche Player
Customer_3584,Innovative & Faster Growing than Market
Customer_3586,Innovative & Faster Growing than Market
Customer_3586,Market Follower
Customer_3587,Faster Growing than Market
Customer_3589,Faster Growing than Market
Customer_3589,Innovative
Customer_359,Niche Player
Customer_3590,Innovative
Customer_3592,Faster Growing than Market
Customer_3592,Market Follower
Customer_3593,Faster Growing than Market
Customer_3593,Innovative
Customer_3594,Faster Growing than Market
Customer_3594,Innovative & Faster Growing than Market
Customer_3595,Innovative & Faster Growing than Market
Customer_3595,Market Follower
Customer_3596,Faster Growing than Market
Customer_3597,Innovative
Customer_3597,Innovative & Faster Growing than Market
Customer_3598,Market Follower
Customer_360,Innovative
Customer_3601,Market Follower
Customer_3601,Niche Player
Customer_3602,Innovative
Customer_3602,Market Follower
Customer_3604,Innovative & Faster Growing than Market
Customer_3604,Niche Player
Customer_3605,Market Follower
Customer_3605,Niche Player
Customer_3606,Faster Growing than Market
Customer_3606,Innovative & Faster Growing than Market
Customer_3607,Faster Growing than Market
Customer_3607,Innovative & Faster Growing than Market
Customer_3607,Market Follower
Customer_3608,Innovative & Faster Growing than Market
Customer_3609,Innovative
Customer_3610,Faster Growing than Market
Customer_3610,Niche Player
Customer_3611,Faster Growing than Market
Customer_3611,Niche Player
Customer_3612,Innovative & Faster Growing than Market
Customer_3612,Niche Player
Customer_3613,Innovative & Faster Growing than Market
Customer_3613,Niche Player
Customer_3614,Niche Player
Customer_3615,Niche Player
Customer_3616,Market Follower
Customer_3616,Niche Player
Customer_3617,Innovative & Faster Growing than Market
Customer_3618,Faster Growing than Market
Customer_3618,Niche Player
Customer_3619,Niche Player
Customer_362,Niche Player
Customer_3620,Niche Player
Customer_3621,Niche Player
Customer_3623,Faster Growing than Market
Customer_3624,Innovative
Customer_3624,Niche Player
Customer_3625,Faster Growing than Market
Customer_3625,Market Follower
Customer_3626,Market Follower
Customer_3627,Faster Growing than Market
Customer_3627,Innovative
Customer_3627,Niche Player
Customer_3628,Faster Growing than Market
Customer_3628,Innovative
Customer_3629,Market Follower
Customer_363,Market Follower
Customer_3630,Innovative
Customer_3630,Niche Player
Customer_3632,Faster Growing than Market
Customer_3633,Innovative & Faster Growing than Market
Customer_3634,Innovative
Customer_3636,Market Follower
Customer_3637,Innovative
Customer_3637,Market Follower
Customer_3638,Innovative
Customer_3639,Faster Growing than Market
Customer_3640,Faster Growing than Market
Customer_3640,Innovative
Customer_3640,Niche Player
Customer_3642,Faster Growing than Market
Customer_3644,Faster Growing than Market
Customer_3647,Niche Player
Customer_3648,Innovative & Faster Growing than Market
Customer_3648,Niche Player
Customer_3649,Faster Growing than Market
Customer_3649,Innovative
Customer_3649,Niche Player
Customer_365,Innovative & Faster Growing than Market
Customer_3651,Innovative & Faster Growing than Market
Customer_3652,Innovative
Customer_3654,Innovative
Customer_3655,Faster Growing than Market
Customer_3657,Innovative
Customer_3657,Market Follower
Customer_3659,Innovative
Customer_3659,Innovative & Faster Growing than Market
Customer_366,Niche Player
Customer_3660,Faster Growing than Market
