soldto,c_relationship
Customer_3810,Partnership
Customer_3811,Transactional
Customer_3812,Opportunistic
Customer_3812,Pure Business
Customer_3813,Opportunistic
Customer_3814,Pure Business
Customer_3814,Transactional
Customer_3815,Advanced Business Ties
Customer_3815,Partnership
Customer_3815,Transactional
Customer_3816,Pure Business
Customer_3817,Pure Business
Customer_3819,Transactional
Customer_382,Partnership
Customer_382,Pure Business
Customer_3820,Advanced Business Ties
Customer_3820,Partnership
Customer_3820,Transactional
Customer_3821,Transactional
Customer_3822,Advanced Business Ties
Customer_3822,Transactional
Customer_3823,Advanced Business Ties
Customer_3823,Pure Business
Customer_3824,Transactional
Customer_3825,Opportunistic
Customer_3826,Opportunistic
Customer_3826,Pure Business
Customer_3827,Transactional
Customer_3828,Advanced Business Ties
Customer_3828,Opportunistic
Customer_3828,Pure Business
Customer_3829,Opportunistic
Customer_3829,Pure Business
Customer_383,Transactional
Customer_3830,Opportunistic
Customer_3831,Transactional
Customer_3833,Opportunistic
Customer_3833,Pure Business
Customer_3834,Partnership
Customer_3835,Advanced Business Ties
Customer_3837,Opportunistic
Customer_3838,Advanced Business Ties
Customer_3839,Advanced Business Ties
Customer_3839,Transactional
Customer_384,Transactional
Customer_3840,Opportunistic
Customer_3840,Pure Business
Customer_3841,Advanced Business Ties
Customer_3841,Partnership
Customer_3842,Pure Business
Customer_3844,Advanced Business Ties
Customer_3846,Opportunistic
Customer_3847,Advanced Business Ties
Customer_3847,Opportunistic
Customer_3847,Partnership
Customer_3848,Partnership
Customer_3848,Transactional
Customer_3850,Opportunistic
Customer_3852,Pure Business
Customer_3853,Transactional
Customer_3854,Advanced Business Ties
Customer_3854,Partnership
Customer_3854,Pure Business
Customer_3854,Transactional
Customer_3855,Advanced Business Ties
Customer_3855,Pure Business
Customer_3855,Transactional
Customer_3857,Opportunistic
Customer_3857,Transactional
Customer_386,Advanced Business Ties
Customer_3860,Opportunistic
Customer_3861,Opportunistic
Customer_3862,Transactional
Customer_3865,Advanced Business Ties
Customer_3868,Pure Business
Customer_3869,Partnership
Customer_387,Partnership
Customer_387,Pure Business
Customer_3870,Partnership
Customer_3870,Pure Business
Customer_3870,Transactional
Customer_3871,Transactional
Customer_3872,Advanced Business Ties
Customer_3872,Transactional
Customer_3874,Pure Business
Customer_3875,Advanced Business Ties
Customer_3875,Partnership
Customer_3875,Transactional
Customer_3876,Opportunistic
Customer_3879,Transactional
Customer_388,Pure Business
Customer_3880,Partnership
Customer_3880,Transactional
Customer_3882,Transactional
Customer_3884,Pure Business
Customer_3885,Opportunistic
Customer_3885,Pure Business
Customer_3885,Transactional
Customer_3887,Pure Business
Customer_389,Partnership
Customer_3890,Advanced Business Ties
Customer_3890,Partnership
Customer_3890,Transactional
Customer_3892,Advanced Business Ties
Customer_3892,Partnership
Customer_3893,Transactional
Customer_3894,Advanced Business Ties
Customer_3894,Pure Business
Customer_3895,Transactional
Customer_3896,Opportunistic
Customer_3897,Pure Business
Customer_3899,Opportunistic
Customer_3899,Partnership
Customer_39,Opportunistic
Customer_39,Partnership
Customer_390,Advanced Business Ties
Customer_390,Transactional
Customer_3900,Pure Business
Customer_3902,Opportunistic
Customer_3902,Pure Business
Customer_3902,Transactional
Customer_3903,Partnership
Customer_3903,Transactional
Customer_3904,Opportunistic
Customer_3908,Pure Business
Customer_391,Advanced Business Ties
Customer_3910,Transactional
Customer_3911,Pure Business
Customer_3912,Advanced Business Ties
Customer_3912,Partnership
Customer_3914,Advanced Business Ties
Customer_3914,Pure Business
Customer_3915,Advanced Business Ties
Customer_3915,Transactional
Customer_3917,Partnership
Customer_3918,Pure Business
Customer_3919,Advanced Business Ties
Customer_3919,Transactional
Customer_392,Opportunistic
Customer_3920,Pure Business
Customer_3921,Pure Business
Customer_3924,Partnership
Customer_3926,Partnership
Customer_3927,Advanced Business Ties
Customer_3927,Opportunistic
Customer_3928,Partnership
Customer_3931,Pure Business
Customer_3932,Transactional
Customer_3933,Pure Business
Customer_3934,Transactional
Customer_3935,Pure Business
Customer_3936,Pure Business
Customer_3937,Opportunistic
Customer_3937,Partnership
Customer_3938,Transactional
Customer_3939,Opportunistic
Customer_394,Transactional
Customer_3940,Transactional
Customer_3941,Pure Business
Customer_3945,Advanced Business Ties
Customer_3946,Pure Business
Customer_3948,Pure Business
Customer_3949,Transactional
Customer_3950,Advanced Business Ties
Customer_3951,Partnership
Customer_3951,Pure Business
Customer_3951,Transactional
Customer_3953,Opportunistic
Customer_3954,Opportunistic
Customer_3955,Opportunistic
Customer_3956,Pure Business
Customer_3957,Pure Business
Customer_3957,Transactional
Customer_3961,Opportunistic
Customer_3966,Advanced Business Ties
Customer_3967,Advanced Business Ties
Customer_3967,Pure Business
Customer_3967,Transactional
Customer_3968,Opportunistic
Customer_3968,Partnership
Customer_3968,Pure Business
Customer_3969,Pure Business
Customer_397,Partnership
Customer_3971,Transactional
Customer_3972,Partnership
Customer_3972,Pure Business
Customer_3974,Partnership
Customer_3975,Pure Business
Customer_3976,Pure Business
Customer_3976,Transactional
Customer_3979,Advanced Business Ties
Customer_3979,Opportunistic
Customer_3979,Partnership
Customer_3980,Transactional
Customer_3981,Advanced Business Ties
Customer_3981,Opportunistic
Customer_3981,Transactional
Customer_3983,Pure Business
Customer_3984,Transactional
Customer_3985,Partnership
Customer_3985,Pure Business
Customer_3986,Opportunistic
Customer_3986,Partnership
Customer_3987,Partnership
Customer_3989,Pure Business
Customer_3990,Opportunistic
Customer_3992,Transactional
Customer_3995,Opportunistic
Customer_3996,Transactional
Customer_3997,Transactional
Customer_3998,Opportunistic
Customer_3998,Transactional
Customer_4,Opportunistic
Customer_40,Opportunistic
Customer_400,Partnership
Customer_400,Transactional
Customer_4001,Transactional
Customer_4004,Advanced Business Ties
Customer_4005,Opportunistic
Customer_4006,Opportunistic
Customer_4007,Pure Business
Customer_4008,Opportunistic
Customer_4009,Pure Business
Customer_4009,Transactional
Customer_401,Opportunistic
Customer_401,Pure Business
Customer_4010,Opportunistic
Customer_4011,Advanced Business Ties
Customer_4012,Advanced Business Ties
Customer_4012,Transactional
Customer_4014,Partnership
Customer_4015,Partnership
Customer_4015,Pure Business
Customer_4015,Transactional
Customer_4016,Transactional
Customer_4017,Opportunistic
Customer_4017,Transactional
Customer_4018,Pure Business
Customer_4019,Advanced Business Ties
Customer_4019,Partnership
Customer_4019,Pure Business
Customer_402,Transactional
Customer_4020,Pure Business
Customer_4021,Partnership
Customer_4021,Transactional
Customer_4022,Pure Business
Customer_4024,Pure Business
Customer_4026,Advanced Business Ties
Customer_4026,Transactional
Customer_4028,Transactional
Customer_4029,Advanced Business Ties
Customer_4029,Transactional
Customer_403,Opportunistic
Customer_4030,Partnership
Customer_4030,Pure Business
Customer_4032,Advanced Business Ties
Customer_4032,Opportunistic
Customer_4032,Transactional
Customer_4033,Pure Business
Customer_4035,Advanced Business Ties
Customer_4035,Opportunistic
Customer_4035,Partnership
Customer_4035,Transactional
Customer_4036,Opportunistic
Customer_4036,Partnership
Customer_4038,Opportunistic
Customer_4038,Partnership
Customer_4038,Transactional
Customer_4039,Pure Business
Customer_4039,Transactional
Customer_4041,Advanced Business Ties
Customer_4041,Pure Business
Customer_4042,Partnership
Customer_4044,Transactional
Customer_4045,Partnership
Customer_4046,Transactional
Customer_4047,Opportunistic
Customer_4049,Advanced Business Ties
Customer_4049,Pure Business
Customer_405,Opportunistic
Customer_4050,Opportunistic
Customer_4050,Partnership
Customer_4050,Transactional
Customer_4051,Opportunistic
Customer_4053,Transactional
Customer_4055,Advanced Business Ties
Customer_4057,Pure Business
Customer_4058,Opportunistic
Customer_406,Pure Business
Customer_4061,Advanced Business Ties
Customer_4062,Pure Business
Customer_4063,Advanced Business Ties
Customer_4063,Pure Business
Customer_4067,Opportunistic
Customer_4068,Opportunistic
Customer_4069,Opportunistic
Customer_407,Transactional
Customer_4071,Pure Business
Customer_4072,Advanced Business Ties
Customer_4072,Transactional
Customer_4073,Pure Business
Customer_4073,Transactional
Customer_4075,Transactional
Customer_4076,Pure Business
Customer_4077,Opportunistic
Customer_4078,Advanced Business Ties
Customer_4079,Advanced Business Ties
Customer_4079,Partnership
Customer_4079,Pure Business
Customer_408,Partnership
Customer_4080,Opportunistic
Customer_4080,Pure Business
Customer_4082,Pure Business
Customer_4083,Advanced Business Ties
Customer_4083,Transactional
Customer_4084,Partnership
Customer_4084,Pure Business
Customer_4086,Pure Business
Customer_4088,Transactional
Customer_4090,Advanced Business Ties
Customer_4091,Transactional
Customer_4092,Transactional
Customer_4093,Opportunistic
Customer_4093,Partnership
Customer_4094,Opportunistic
Customer_4094,Pure Business
Customer_4099,Opportunistic
Customer_4099,Pure Business
Customer_41,Partnership
Customer_41,Pure Business
Customer_41,Transactional
Customer_410,Advanced Business Ties
Customer_4100,Pure Business
Customer_4100,Transactional
Customer_4102,Transactional
Customer_4103,Transactional
Customer_4105,Transactional
Customer_4106,Opportunistic
Customer_4106,Pure Business
Customer_4107,Opportunistic
Customer_4107,Transactional
Customer_4108,Advanced Business Ties
Customer_4109,Opportunistic
Customer_4110,Pure Business
Customer_4112,Pure Business
Customer_4114,Pure Business
Customer_4115,Opportunistic
Customer_4115,Pure Business
Customer_4116,Advanced Business Ties
Customer_4116,Partnership
Customer_4116,Transactional
Customer_4117,Advanced Business Ties
Customer_4117,Opportunistic
Customer_4117,Transactional
Customer_4118,Partnership
Customer_4118,Transactional
Customer_4119,Opportunistic
Customer_4119,Partnership
Customer_4119,Pure Business
Customer_4121,Opportunistic
Customer_4121,Pure Business
Customer_4122,Advanced Business Ties
Customer_4122,Transactional
Customer_4123,Partnership
Customer_4124,Advanced Business Ties
Customer_4125,Advanced Business Ties
Customer_4127,Advanced Business Ties
Customer_4129,Opportunistic
Customer_4129,Transactional
Customer_413,Advanced Business Ties
Customer_413,Partnership
Customer_413,Transactional
Customer_4130,Advanced Business Ties
Customer_4131,Advanced Business Ties
Customer_4131,Partnership
Customer_4132,Advanced Business Ties
Customer_4132,Transactional
Customer_4136,Advanced Business Ties
Customer_4137,Opportunistic
Customer_4137,Partnership
Customer_4137,Pure Business
Customer_4137,Transactional
Customer_4139,Partnership
Customer_4142,Advanced Business Ties
Customer_4143,Partnership
Customer_4143,Transactional
Customer_4144,Transactional
Customer_4145,Partnership
Customer_4147,Pure Business
Customer_4147,Transactional
Customer_4149,Opportunistic
Customer_4149,Pure Business
Customer_415,Opportunistic
Customer_4150,Pure Business
Customer_4151,Transactional
Customer_4152,Partnership
Customer_4154,Transactional
Customer_4156,Partnership
Customer_4156,Pure Business
Customer_4156,Transactional
Customer_4157,Partnership
Customer_4161,Pure Business
Customer_4161,Transactional
Customer_4162,Partnership
Customer_4164,Partnership
Customer_4167,Partnership
Customer_4167,Transactional
Customer_4168,Advanced Business Ties
Customer_4168,Transactional
Customer_417,Advanced Business Ties
Customer_417,Pure Business
Customer_417,Transactional
Customer_4170,Opportunistic
Customer_4170,Partnership
Customer_4171,Transactional
Customer_4173,Opportunistic
Customer_4173,Pure Business
Customer_4174,Transactional
Customer_4175,Advanced Business Ties
Customer_4178,Opportunistic
Customer_4178,Pure Business
Customer_4179,Partnership
Customer_418,Partnership
Customer_418,Transactional
Customer_4180,Transactional
Customer_4181,Advanced Business Ties
Customer_4181,Opportunistic
Customer_4181,Transactional
Customer_4182,Transactional
Customer_4183,Opportunistic
Customer_4184,Advanced Business Ties
Customer_4184,Transactional
Customer_4185,Advanced Business Ties
Customer_4187,Advanced Business Ties
Customer_4189,Partnership
Customer_4190,Opportunistic
Customer_4190,Partnership
Customer_4190,Pure Business
Customer_4192,Advanced Business Ties
Customer_4192,Partnership
Customer_4193,Advanced Business Ties
Customer_4193,Opportunistic
Customer_4193,Pure Business
Customer_4194,Advanced Business Ties
Customer_4195,Pure Business
Customer_4199,Transactional
Customer_42,Opportunistic
Customer_4200,Partnership
Customer_4201,Pure Business
Customer_4202,Opportunistic
Customer_4202,Transactional
Customer_4203,Pure Business
Customer_4203,Transactional
Customer_4204,Advanced Business Ties
Customer_4204,Transactional
Customer_4206,Pure Business
Customer_4207,Advanced Business Ties
Customer_4207,Opportunistic
Customer_4207,Transactional
Customer_4211,Advanced Business Ties
Customer_4212,Advanced Business Ties
Customer_4213,Partnership
Customer_4214,Advanced Business Ties
Customer_4214,Opportunistic
Customer_4214,Transactional
Customer_4215,Pure Business
Customer_4215,Transactional
Customer_4216,Pure Business
Customer_4217,Opportunistic
Customer_4219,Advanced Business Ties
Customer_4219,Pure Business
Customer_4219,Transactional
Customer_4221,Advanced Business Ties
Customer_4222,Advanced Business Ties
Customer_4223,Opportunistic
Customer_4225,Advanced Business Ties
Customer_4225,Transactional
Customer_4226,Transactional
Customer_4228,Pure Business
Customer_4229,Transactional
Customer_4230,Advanced Business Ties
Customer_4230,Pure Business
Customer_4232,Partnership
Customer_4232,Pure Business
Customer_4232,Transactional
Customer_4233,Advanced Business Ties
Customer_4233,Pure Business
Customer_4234,Advanced Business Ties
Customer_4235,Pure Business
Customer_4236,Advanced Business Ties
Customer_4236,Transactional
Customer_4237,Partnership
Customer_4238,Transactional
Customer_4239,Opportunistic
Customer_4240,Pure Business
Customer_4241,Advanced Business Ties
Customer_4241,Opportunistic
